grad,size,bitrate,vmaf
0.00001,206794249,1166167.2337650894,96.79595418553761
0.00002,151209398,852709.6195259494,96.35096090592427
0.000030000000000000004,129023163,727595.5971451229,96.02583719590567
0.00004,114174589,643860.5776720416,95.72553745821959
0.00005,103827616,585511.2718301171,95.44873621860953
0.00006,96023642,541502.6071019473,95.1914297063764
0.00007000000000000001,89950559,507254.8925896555,94.95452144600107
0.00008,84824136,478345.6431403648,94.71989821443879
0.00009,80874397,456072.02467177727,94.5140499501277
0.0001,76797902,433083.5957353071,94.27674865670977
0.00011,73750414,415898.0082826681,94.08220841075568
0.00012,70594795,398102.64164243545,93.859055204247
0.00013000000000000002,68061738,383818.06608511764,93.66169213504861
0.00014000000000000001,65781966,370961.8313507798,93.46911808400151
0.00015000000000000001,63529255,358258.2007225306,93.26520967345144
0.00016,61438974,346470.55564366904,93.06545689737712
0.00017,59567808,335918.55775839277,92.87413471216256
0.00018,58141782,327876.8215701824,92.71952422307393
0.00019,56393853,318019.78958498547,92.51997252638992
0.0002,54784452,308943.9534760772,92.32426446444613
0.00021,53518947,301807.4374834787,92.16009572784675
0.00022,52491620,296014.0699621112,92.02124736088344
0.00023,51438366,290074.493259318,91.87166514709071
0.00024,50252750,283388.4923781831,91.70259617434719
0.00025,49148646,277162.1591329633,91.53494675037449
0.00026000000000000003,48210753,271873.1334919376,91.39202152406972
0.00027000000000000006,47224729,266312.6844655917,91.22942108135815
0.0002800000000000001,46302507,261112.03172085647,91.07196399374395
0.0002900000000000001,45367016,255836.5515904485,90.90328542132933
0.00030000000000000014,44626824,251662.41395717685,90.7692699147355
0.00031000000000000016,44070876,248527.27676447266,90.6640775444826
0.0003200000000000002,43339454,244402.5954709666,90.5199214578377
0.0003300000000000002,42662151,240583.10547184775,90.38160108635122
0.00034000000000000024,42091627,237365.77037624462,90.26181774781918
0.00035000000000000027,41258342,232666.65679795577,90.08243267677031
0.0003600000000000003,40734900,229714.82950039653,89.96845655940317
0.0003700000000000003,40331179,227438.14045290335,89.87451369545042
0.00038000000000000035,39692155,223834.51581637148,89.72383769906308
0.00039000000000000037,39368289,222008.15014538728,89.64711536716895
0.0004000000000000004,38967166,219746.11190413253,89.54887968173412
0.0004100000000000004,38447051,216813.04643580932,89.41770905025409
0.00042000000000000045,37879142,213610.45801392192,89.27220433985377
0.0004300000000000005,37521424,211593.1919992951,89.17801322142918
0.0004400000000000005,37084778,209130.83020530443,89.06500855649546
0.00045000000000000053,36550981,206120.6083355362,88.91606145481249
0.00046000000000000056,36232449,204324.32249537407,88.82572733386205
0.0004700000000000006,35897783,202437.05277998064,88.7293519954181
0.0004800000000000006,35402839,199645.93320997444,88.58681837853558
0.0004900000000000006,35029919,197542.9391135783,88.47400915675392
0.0005000000000000007,34735638,195883.41104943168,88.38423109090375
0.0005100000000000007,34360038,193765.30372720063,88.26779516562402
0.0005200000000000007,33925388,191314.19790289894,88.12995388210415
0.0005300000000000007,33708853,190093.10000881134,88.0620245858666
0.0005400000000000008,33385902,188271.8942638118,87.95662475607251
0.0005500000000000008,33009880,186151.4071724381,87.83391581681208
0.0005600000000000008,32687078,184331.04167768086,87.7238617169795
0.0005700000000000008,32333669,182338.07524892062,87.60214633486068
0.0005800000000000009,32184309,181495.79487179487,87.54883677695543
0.0005900000000000009,31877915,179767.95841043265,87.44072524463247
0.0006000000000000009,31686982,178691.2369371751,87.37083720783039
0.000610000000000001,31401417,177080.86069257202,87.26604977125741
0.000620000000000001,31144226,175630.49290686403,87.17142259705707
0.000630000000000001,30891616,174205.95858665963,87.06795439107708
0.000640000000000001,30771797,173530.26768878318,87.02296019311545
0.0006500000000000011,30552321,172292.5847211208,86.93478158143158
0.0006600000000000011,30366360,171243.90166534498,86.85729369001677
0.0006700000000000011,30070258,169574.10450259934,86.73202132234853
0.0006800000000000011,29880574,168504.42646929246,86.65473969368816
0.0006900000000000012,29669006,167311.33879636973,86.5633119652833
0.0007000000000000012,29592595,166880.43704291128,86.5303589728317
0.0007100000000000012,29375933,165658.62296237555,86.43745267195351
0.0007200000000000012,29264189,165028.46911622168,86.38819344147798
0.0007300000000000013,29077286,163974.47387435017,86.30238840353043
0.0007400000000000013,28875986,162839.29015772315,86.21118049308313
0.0007500000000000013,28766029,162219.2136752137,86.15978524991927
0.0007600000000000013,28676158,161712.4074367786,86.11983536288075
0.0007700000000000014,28558980,161051.60983346548,86.06456151707934
0.0007800000000000014,28361363,159937.1955238347,85.97014314500545
0.0007900000000000014,28284007,159500.96466649044,85.9336974581608
0.0008000000000000014,28155021,158773.57864128996,85.87055683232005
0.0008100000000000015,27920578,157451.49281875056,85.75298580938117
0.0008200000000000015,27852451,157067.3067230593,85.7189345567598
0.0008300000000000015,27688773,156144.2833729844,85.64201742223987
0.0008400000000000016,27547386,155346.96484271743,85.57159586850533
0.0008500000000000016,27377813,154390.69803506916,85.48803915152585
0.0008600000000000016,27278614,153831.2887479073,85.43577659849622
0.0008700000000000016,27132245,153005.87540752487,85.35634271266193
0.0008800000000000017,26942140,151933.8232443387,85.25589672549714
0.0008900000000000017,26885819,151616.2142920081,85.22954383340678
0.0009000000000000017,26766787,150944.9614944048,85.16469096777985
0.0009100000000000017,26734391,150762.2719182307,85.14593526063972
0.0009200000000000018,26679685,150453.77037624462,85.11710994892357
0.0009300000000000018,26602303,150017.3928980527,85.07532494636827
0.0009400000000000018,26497027,149423.7138073839,85.01488960454667
0.0009500000000000018,26319315,148421.54903515728,84.90562404343996
0.0009600000000000019,26319315,148421.54903515728,84.90562404343996
0.0009700000000000019,26263580,148107.24469116222,84.87515700046995
0.000980000000000002,26204257,147772.7066701912,84.84161588230977
0.000990000000000002,26115426,147271.76526566216,84.78845250606518
0.001000000000000002,26046083,146880.72182571152,84.75054971806624
0.001010000000000002,25971809,146461.87117807736,84.70376502931245
0.001020000000000002,25888310,145990.99832584368,84.65289905862485
0.001030000000000002,25792803,145452.4091990484,84.59098217834172
0.001040000000000002,25675067,144788.46488677416,84.52275322416072
