crf,filesize,bitrate,vmaf
63,64761,11587.397676949915,84.47401
62,79011,14137.086793803212,87.608213
61,92359,16525.385062698497,89.6236
60,103658,18547.064875423082,90.783823
59,114001,20397.69186037843,91.768892
58,122250,21873.648739320382,92.434563
57,132282,23668.629877585103,93.076497
53,166462,29784.305246991815,94.045424
51,186747,33413.81007052649,94.571708
50,195721,35019.487974711854,94.768886
48,216262,38694.797739573856,95.107748
47,229272,41022.61917187291,95.273898
46,242238,43342.56787988131,95.430652
44,269331,48190.197861839646,95.700454
43,282939,50625.01677427051,95.826965
38,373104,66757.83917574961,96.282903
36,405638,72579.00308646577,96.415298
32,519413,92936.25777207868,96.62337
30,584631,104605.42442631995,96.72776
27,680341,121730.38901397111,96.814484
25,736808,131833.77816213635,96.862483
24,804544,143953.4793564644,96.908523
18,981061,175536.88102941832,97.017582
7,1802281,322474.1228920333,97.138869
6,2084988,373057.628938226,97.169703
1,3255203,582438.993841979,97.217886
