crf,filesize,bitrate,vmaf
63,27188,13580.41958041958,78.290645
62,35286,17625.374625374625,82.899379
61,42128,21042.95704295704,85.65139
60,47518,23735.264735264736,87.394338
58,58519,29230.26973026973,89.30328
57,62724,31330.66933066933,89.949233
56,68947,34439.06093906094,90.739409
54,76684,38303.696303696306,91.553226
51,90580,45244.755244755244,92.476889
50,94569,47237.26273726274,92.741217
45,121604,60741.25874125874,93.791422
43,135819,67841.65834165835,94.156065
39,166797,83315.18481518481,94.816198
38,175771,87797.7022977023,94.954713
35,206957,103375.12487512488,95.424782
34,216903,108343.15684315684,95.510845
27,323509,161592.9070929071,96.056473
26,344884,172269.73026973027,96.139009
23,397773,198687.81218781217,96.280035
20,476950,238236.76323676325,96.484888
17,550368,274909.0909090909,96.619426
12,740257,369758.74125874124,96.870006
9,856772,427958.04195804195,96.972452
7,1114580,556733.2667332668,97.091897
6,1236411,617587.9120879121,97.125948
4,1709946,854118.8811188812,97.257341
1,2221145,1109463.036963037,97.28993
