crf,filesize,bitrate,vmaf
63,29997,9220.625528317836,92.505286
62,36119,11102.436025512947,93.687543
61,41159,12651.65603627142,94.502701
60,44749,13755.167909014062,94.990095
59,48711,14973.026973026974,95.450879
57,55623,17097.671559210023,95.906195
56,58218,17895.335433796972,96.047511
55,60830,18698.22485207101,96.131527
49,79874,24552.063321294092,96.436109
47,85838,26385.307000691617,96.502626
45,95072,29223.699377545534,96.578407
41,114911,35321.9088603704,96.726158
38,131081,40292.32306155383,96.840044
36,145718,44791.516176131554,96.899786
33,180967,55626.52731883501,96.978593
32,191146,58755.39844770614,96.991514
27,253635,77963.57488665181,97.058038
20,373701,114870.05302389919,97.154241
5,904388,277995.23553369706,97.227841
3,1225590,376727.8874971183,97.247148
