crf,filesize,bitrate,vmaf
63,46753,7374.6779536253225,77.517014
62,59842,9439.297544560703,80.636297
61,72028,11361.480624638518,82.579281
60,82323,12985.383038014617,84.169392
59,91571,14444.134812555865,85.288396
58,99624,15714.390872285609,86.189083
57,109505,17272.99016772701,87.043146
56,118809,18740.57521425943,87.835406
55,128238,20227.877385772124,88.572565
54,136632,21551.92176244808,89.130359
52,155777,24571.796624428203,90.221565
51,165699,26136.863136863136,90.7053
48,200676,31654.030180345966,91.885768
46,226813,35776.8021452232,92.711092
45,244893,38628.68710237131,93.129723
42,291196,45932.383406067616,94.0234
41,310700,49008.885850991115,94.303367
39,350697,55317.89263368211,94.71957
38,376607,59404.858299595144,94.959866
37,401724,63366.738524633256,95.184676
36,423112,66740.41747725959,95.371019
32,555444,87614.07014038593,95.795686
27,757229,119443.03065355697,96.256053
21,1017259,160459.38272254064,96.623823
17,1141267,180020.03259897997,96.781034
14,1282637,202319.31226668067,96.904039
12,1415713,223310.32125768968,97.014851
7,2297330,362373.941847626,97.320023
6,2864281,451803.0916451969,97.506054
