crf,filesize,bitrate,vmaf
63,3706,17771.028971028973,74.745192
62,4277,20509.090909090908,78.978819
61,4810,23064.935064935064,81.195599
59,5636,27025.774225774225,84.570522
55,7299,35000.1998001998,89.258541
53,8100,38841.15884115884,90.328296
48,10485,50277.72227772228,92.741078
44,12973,62208.191808191805,94.546192
43,13737,65871.72827172827,95.001261
39,17230,82621.37862137862,96.481817
33,25170,120695.3046953047,97.529446
19,55424,265769.4305694305,98.975733
17,61950,297062.93706293707,99.062918
16,66264,317749.4505494505,99.109225
12,85238,408733.66633366625,99.294757
10,103003,493920.47952047945,99.372831
8,128627,616792.8071928072,99.40479
7,158274,758956.2437562437,99.421194
3,260098,1247223.176823177,99.429815
