crf,filesize,bitrate,vmaf
63,25156,8494.94167804027,91.297004
62,29445,9943.29614047924,92.633395
61,33521,11319.722530990137,93.603747
60,36098,12189.950894176245,94.162066
58,42078,14209.339955818828,94.947785
57,44465,15015.407128083185,95.187934
54,51139,17269.15338182944,95.674532
47,69869,23594.09604480027,96.173544
42,88880,30013.92973223959,96.455707
38,108660,36693.447397672746,96.648383
35,129117,43601.581517074475,96.763141
33,156954,53001.87136806856,96.835207
29,201877,68171.94073532103,96.925113
25,259525,87639.12144193835,96.99969
23,292092,98636.68725640557,97.030306
17,340960,115138.94556148077,97.05958
9,434762,146814.98782907234,97.090068
6,612481,206829.00198393158,97.132054
2,1064768,359562.0154493394,97.150379
