crf,filesize,bitrate,vmaf
63,13624,6949.986184028737,84.658097
62,15975,8149.297510999639,86.525495
58,22727,11593.68291283185,88.760842
55,26507,13521.96739430782,89.978559
52,30424,15520.139435033052,90.386315
41,53391,27236.253108593537,92.152633
40,56764,28956.91542500053,92.380629
38,64870,33092.014368610115,92.827726
35,79965,40792.39909027143,93.439449
33,88885,45342.74236401896,93.778809
27,141122,71990.30756477565,94.653028
26,153877,78496.9923693328,94.849469
23,185653,94706.82508980382,95.200008
22,205907,105038.96103896105,95.343138
18,263183,134257.06208684933,95.704384
14,334008,170386.88970603864,96.115987
11,389487,198688.2904329713,96.383668
10,418566,213522.3074797543,96.464383
5,739183,377078.0708653049,96.627202
4,786206,401065.827789232,96.649028
