crf,filesize,bitrate,vmaf
63,52181,14057.223675201205,80.06665
62,65824,17732.559575256208,83.957712
60,86679,23350.76159795261,87.453377
59,96618,26028.2638709605,88.687834
58,105893,28526.88884149558,89.556345
57,113664,30620.34594618864,90.199904
56,122225,32926.62393785989,90.89701
54,139779,37655.55792522085,91.76682
53,147581,39757.36622927634,92.133908
52,156350,42119.67807473426,92.511381
48,195458,52655.12016073814,93.753599
47,207439,55882.724017555476,94.036606
46,218083,58750.14872767682,94.275186
45,234059,63053.97972813703,94.53426
43,260001,70042.58662685628,94.933186
42,276809,74570.55304246316,95.141705
41,291299,78474.06526058211,95.297585
37,371808,100162.66879188227,95.874663
36,391319,105418.80591318794,95.974533
35,419870,113110.26052599087,96.083022
34,448194,120740.56280797854,96.178388
32,502626,135404.19131430367,96.313199
30,574392,154737.48723186925,96.461812
28,624308,168184.53456655703,96.554446
23,836824,225434.96952485718,96.69783
21,922583,248537.8890772149,96.746773
14,1170798,315405.4035851789,96.872837
11,1362353,367009.08080683363,96.926463
8,1721429,463741.83120250533,97.025243
6,2256776,607960.8481406234,97.095686
4,2785768,750467.8692094422,97.1228
1,3263851,879260.3351704475,97.139094
