crf,filesize,bitrate,vmaf
63,7817,8148.720844373019,90.008157
62,9551,9956.304565000217,91.771796
61,11277,11755.54879902706,92.866838
58,14615,15235.19958302567,94.427925
56,16921,17639.05659557833,95.16812
54,18837,19636.363636363636,95.566281
50,22616,23575.728619206882,95.855718
41,33929,35368.80510793554,96.340814
39,38249,39872.12787212787,96.476688
35,46093,48048.99448377709,96.667146
32,55513,57868.73995569648,96.789943
27,75319,78515.22390652825,96.870418
22,102837,107200.97294010337,96.948874
19,129992,135508.31776918736,97.001251
16,151513,157942.57915997045,97.041779
9,184383,192207.44472918386,97.088494
6,212588,221609.34717456455,97.110596
5,284649,296728.31516309775,97.140177
3,394261,410991.79081787774,97.184791
1,525357,547650.9577379142,97.193881
