crf,filesize,bitrate,vmaf
63,15164,25969.459112316254,66.060945
62,18683,31996.003996003998,72.057342
61,22182,37988.29741686884,75.406546
60,24650,42214.92792921364,77.756731
59,26818,45927.78649921508,79.428242
58,29157,49933.49507635222,81.198356
57,31120,53295.27615241901,82.643887
56,32985,56489.22506065363,83.843075
55,35316,60481.23305266162,85.065476
54,37314,63902.954188668475,86.080271
50,46180,79086.62765805623,89.179246
48,50480,86450.69216497788,90.384472
47,53598,91790.49521906665,91.141661
45,58005,99337.80505209076,91.970252
43,64211,109966.03396603397,92.824602
42,67858,116211.78821178821,93.272651
41,71828,123010.70358213215,93.674315
39,80073,137130.86913086913,94.441308
38,84228,144246.61053232485,94.799524
33,111643,191196.8031968032,96.012121
31,124870,213849.00813472242,96.393344
27,154253,264169.54474097333,96.877902
26,166232,284684.4583987441,97.044577
23,194968,333896.96018267446,97.440842
20,218745,374616.81175966887,97.648706
16,269311,461214.7852147852,97.867006
12,363499,622518.62423291,98.110379
10,429821,736099.9000999001,98.245866
8,576746,987719.7088625659,98.437615
7,642322,1100023.4051662623,98.489859
6,791210,1355004.995004995,98.58895
4,1143383,1958127.0158413015,98.693174
3,1382865,2368257.4568288857,98.760073
1,1591583,2725702.2977022976,98.793883
