crf,filesize,bitrate,vmaf
63,29406,11191.094619666048,82.113147
62,36212,13781.266352694924,85.837622
60,46641,17750.24975024975,89.082159
59,50749,19313.63874221017,89.909015
58,55098,20968.74554017411,90.779083
57,58968,22441.55844155844,91.532724
55,66293,25229.246943532657,92.375192
54,70037,26654.10779696494,92.73221
53,73794,28083.916083916083,93.020963
51,80914,30793.587365015934,93.566019
47,98115,37339.80305408877,94.417579
46,101948,38798.5347985348,94.607167
45,108661,41353.31335331335,94.904723
44,113537,43208.981494695785,95.07646
42,126052,47971.8376861234,95.386393
41,132157,50295.228580942865,95.532185
39,147690,56206.65049236477,95.813093
38,157756,60037.4863232006,95.959195
36,172378,65602.20731649303,96.135336
33,205291,78127.96727082442,96.344738
28,276772,105331.62076019218,96.582755
13,493334,187749.01289187005,97.000198
10,543953,207013.17729889156,97.031038
6,809041,307898.1970410542,97.168211
5,1043907,397281.57556728984,97.243784
1,1671169,635999.8097140954,97.282446
