crf,filesize,bitrate,vmaf
63,23204,7726.939726939727,90.439855
62,28986,9652.347652347653,92.257779
61,34530,11498.501498501499,93.334136
60,38710,12890.442890442891,93.914728
59,42928,14295.038295038294,94.494635
56,54233,18059.60705960706,95.546578
53,66289,22074.259074259073,95.972564
46,92794,30900.432900432905,96.614041
45,100778,33559.10755910756,96.733566
38,151133,50327.33932733932,96.864877
36,163006,54281.05228105228,96.878085
6,838763,279308.35830835835,97.30827
4,1062711,353883.1168831169,97.347048
1,1549777,516076.2570762571,97.34998
