crf,filesize,bitrate,vmaf
63,39302,24161.684469376774,70.153779
62,49361,30345.654345654344,74.247367
61,57888,35587.79681856605,77.02246
60,64951,39929.916237608544,78.690152
59,71735,44100.51486974564,80.177623
57,84854,52165.680473372784,82.624744
56,90314,55522.32383001615,83.431003
54,102804,63200.7992007992,85.267895
52,113510,69782.52516714054,86.356081
49,134303,82565.43456543457,88.101083
47,150664,92623.6840082994,89.181229
44,177777,109291.93883040037,90.64466
42,197288,121286.71328671329,91.46627
40,219566,134982.55590563282,92.335577
38,248400,152708.82963190656,93.081621
37,263194,161803.73472681164,93.448562
36,281750,173211.40398063476,93.730934
35,297228,182726.81164988858,93.964613
33,334099,205393.99062475984,94.436303
32,355723,218687.77376469685,94.700111
30,403961,248343.04157381083,95.04906
29,420292,258382.84792130947,95.157083
27,478198,293981.7105970952,95.518056
26,509457,313198.8011988012,95.65143
20,685108,421183.7393375854,96.078063
19,720052,442666.2568201029,96.156781
17,790418,485925.15177130565,96.28095
16,845870,520015.3692461385,96.373703
12,1069812,657688.1579958503,96.61458
11,1146872,705062.3222930914,96.689269
9,1285866,790511.6422039499,96.802702
7,1490519,916326.1354030585,96.888593
6,1710755,1051720.5871052025,96.953111
4,2050970,1260874.5101052793,97.034857
1,2710935,1666601.0912164757,97.134664
