crf,filesize,bitrate,vmaf
63,24599,5173.5632788264365,75.276087
62,30280,6368.368473631631,79.291312
61,35752,7519.217624480782,82.002032
60,40133,8440.612019559387,83.636801
57,53275,11204.584888795414,86.514296
55,60924,12813.291971186709,87.806938
50,80854,17004.88984699511,90.520743
45,110497,23239.287028760715,92.01211
44,116931,24592.460171407536,92.25804
42,132051,27772.438088227562,92.723028
39,157353,33093.85351490615,93.458024
36,190631,40092.74935590725,94.238714
31,267294,56216.204847783796,95.444748
28,330865,69586.2032704138,95.839421
25,398802,83874.44134812556,96.201109
24,421680,88686.05079131394,96.319001
20,525745,110572.58530942742,96.719513
17,638127,134208.3179977917,96.88947
16,674301,141816.28897418373,96.937897
12,936484,196957.56874704242,97.198122
7,1784278,375262.2114727377,97.409778
3,3663533,770499.6056575003,97.517319
1,3766899,792239.129291761,97.519113
