crf,filesize,bitrate,vmaf
63,51078,7559.55155955156,86.788745
62,62372,9231.065231065231,89.025617
61,72031,10660.59866059866,90.378528
60,80239,11875.383875383875,91.391954
59,87769,12989.82498982499,92.245572
58,96121,14225.922225922226,92.806985
57,102995,15243.275243275244,93.231545
55,117521,17393.125393125392,93.951465
53,131966,19530.98753098753,94.41252
50,153566,22727.79072779073,94.859108
47,178279,26385.318385318387,95.231493
46,187406,27736.11573611574,95.357152
45,197231,29190.21719021719,95.492235
42,230572,34124.69012469013,95.781293
39,272111,40272.46827246827,96.053793
37,309326,45780.29378029378,96.20148
35,342892,50748.06674806675,96.318202
34,372557,55138.49113849115,96.390711
32,414482,61343.397343397344,96.491736
30,469134,69431.90143190142,96.579773
26,578458,85611.86961186961,96.725245
25,613578,90809.63480963481,96.749553
24,669579,99097.7910977911,96.783755
17,888587,131511.0075110075,96.915053
14,983866,145612.3136123136,96.947779
13,1040070,153930.51393051393,96.963423
9,1333750,197395.1973951974,97.030781
7,1787208,264507.0485070485,97.115642
4,2755707,407845.04384504387,97.16884
1,3485802,515899.2118992119,97.194849
