crf,filesize,bitrate,vmaf
63,24150,17030.028794734677,70.785866
62,29869,21062.937062937064,74.945634
61,35388,24954.809895986364,78.540205
60,39890,28129.517541282246,80.499856
59,43914,30967.15049656226,82.073325
58,47706,33641.1823470647,83.339884
57,52492,37016.16031027796,84.889572
55,60090,42374.09649174355,87.061784
54,63981,45117.94088264676,87.892102
51,75991,53587.11876358935,90.212251
50,80821,56993.12452253629,90.833296
48,89912,63403.89022741964,91.79106
47,94571,66689.31068931069,92.250776
46,99590,70228.59493447728,92.720193
45,105331,74277.01710054652,93.21917
42,124482,87781.8651936299,94.352811
41,131537,92756.89016865488,94.58009
36,173530,122369.39531057178,95.772089
32,213711,150704.11941000176,96.238275
31,227054,160113.29846623962,96.368452
29,252086,177765.29352999938,96.584684
28,263954,186134.3362519833,96.675721
23,343312,242095.78656637482,97.037912
22,358427,252754.53957806897,97.082435
19,412645,290987.835693718,97.198108
17,455952,321526.9436445907,97.270634
13,576532,406557.207498384,97.382037
10,698128,492303.9313627549,97.475579
6,1150226,811113.1221719458,97.611926
3,1615297,1139070.5764823412,97.743914
