crf,filesize,bitrate,vmaf
63,42946,29419.26644783788,63.196353
62,55160,37786.21378621379,67.012344
60,75231,51535.43599257885,73.10013
59,84812,58098.70129870129,75.329534
58,94352,64633.880405308984,77.246104
56,111938,76680.80490937634,80.274438
55,121029,82908.40587983445,81.640656
54,129839,88943.51362922792,82.950509
53,138958,95190.29541886685,84.056035
52,148327,101608.33452262025,84.957043
49,179092,122683.25959754532,87.72311
47,204670,140204.93791922362,89.357895
45,232428,159219.98001998002,90.642138
43,263072,180212.0165548737,91.789876
40,320948,219858.76980162697,93.17772
39,338742,232048.18039103755,93.527974
38,359920,246555.7299843014,93.900573
37,384346,263288.25460254034,94.218893
35,429431,294172.79862994154,94.798298
34,466089,319284.60111317254,95.140211
32,517093,354223.83330954757,95.476276
31,561737,384806.2794348509,95.756525
30,589950,404133.0098472956,95.875057
29,629663,431337.5767090053,95.985656
19,1041819,713676.4949336378,96.642404
16,1203701,824570.4010275439,96.791958
12,1535041,1051547.9948622806,97.055058
10,1748883,1198036.0211217355,97.173919
6,2620752,1795291.7939203654,97.41626
4,3164283,2167626.430712145,97.50662
1,3701876,2535893.363779078,97.577785
