crf,filesize,bitrate,vmaf
63,33513,12959.814379169218,86.325823
62,41432,16022.171377010087,88.770031
61,48062,18586.059102188137,90.414436
60,52925,20466.630144049497,91.486881
59,58084,22461.667364893172,92.259988
57,66598,25754.116850891045,93.179437
56,71387,27606.071348006833,93.550519
55,75862,29336.59888498598,93.821574
54,80129,30986.690728626214,94.033226
51,93611,36200.31581321904,94.669962
49,102514,39643.19551416326,94.975627
48,109362,42291.38603332152,95.158251
45,125742,48625.6968837614,95.553453
42,149438,57789.17856337212,95.951908
40,165205,63886.43614450066,96.107897
38,184684,71419.16148367763,96.296511
37,198572,76789.790854307,96.430199
36,207392,80200.57361992846,96.479789
31,288209,111453.3208726757,96.805233
19,558875,216122.58709032903,97.164862
15,600735,232310.2703747865,97.198663
11,688249,266152.81492700847,97.255094
6,1155128,446699.62295768753,97.514279
