crf,filesize,bitrate,vmaf
63,22131,44217.782217782216,77.393417
62,28028,56000,82.485382
61,32898,65730.26973026973,85.510868
59,40288,80495.5044955045,88.62126
56,50233,100365.63436563437,90.743231
52,62003,123882.11788211788,92.50664
48,74399,148649.35064935064,93.624956
46,81688,163212.78721278723,94.095867
45,85968,171764.23576423575,94.315662
44,90126,180071.92807192807,94.46675
39,113834,227440.55944055945,95.266634
37,126000,251748.25174825176,95.552005
33,152157,304009.99000999,95.935381
32,162412,324499.5004995005,96.082682
31,172352,344359.64035964035,96.201318
29,194637,388885.1148851149,96.424704
27,210440,420459.54045954044,96.510552
26,219059,437680.3196803197,96.553846
22,272125,543706.2937062937,96.767021
19,310098,619576.4235764235,96.881109
14,376249,751746.2537462538,96.974222
11,456430,911948.0519480519,97.083532
6,568746,1136355.6443556445,97.186718
4,736013,1470555.4445554446,97.229317
1,892868,1783952.047952048,97.25036
