crf,filesize,bitrate,vmaf
63,13529,5406.193806193806,88.1954
62,16530,6605.394605394606,90.808919
61,19340,7728.2717282717285,92.168481
60,21442,8568.231768231768,92.880104
59,23551,9410.989010989011,93.468389
58,25710,10273.726273726274,94.010051
56,29422,11757.042957042957,94.685512
55,31337,12522.277722277722,94.919495
51,38713,15469.73026973027,95.401447
50,40758,16286.913086913086,95.517158
47,48432,19353.446553446553,95.792721
41,66172,26442.357642357638,96.362674
36,90404,36125.47452547453,96.437583
32,130908,52310.88911088912,96.508596
11,300884,120233.36663336663,96.729481
5,601478,240350.84915084916,96.853303
4,784601,313526.8731268731,96.87902
