crf,filesize,bitrate,vmaf
63,13106,6685.739792122771,86.65242
62,16123,8224.79648011563,89.851319
60,20547,10481.6035028801,92.069166
59,22341,11396.773439326631,92.794681
57,25665,13092.439475418198,93.741934
54,30463,15540.034433651455,94.514998
53,32082,16365.931940400025,94.709356
52,33460,17068.88855825026,94.841642
46,44253,22574.70189385083,95.594173
43,51113,26074.18113801093,96.029448
40,60337,30779.603375348055,96.283793
35,80869,41253.554955682615,96.578484
30,114666,58494.35670712267,96.866199
28,123375,62937.06293706294,96.904249
19,234591,119671.47745871151,97.237055
