crf,filesize,bitrate,vmaf
63,20838,10408.591408591408,65.99276
62,26935,13454.045954045954,72.872779
61,32394,16180.81918081918,76.25245
60,36519,18241.25874125874,78.001716
57,48666,24308.69130869131,81.794718
51,70807,35368.131868131866,87.724607
49,79398,39659.34065934066,88.812951
46,93402,46654.345654345656,90.278316
44,105691,52792.707292707295,91.372468
42,119590,59735.26473526473,92.053059
38,151505,75676.82317682318,93.038156
36,169149,84490.00999000999,93.515653
34,189495,94652.84715284716,94.004887
32,215847,107815.68431568431,94.389794
29,259780,129760.23976023975,94.967071
20,400838,200218.78121878122,96.346962
16,489608,244559.44055944055,96.837444
10,709670,354480.51948051946,97.292091
8,849256,424203.7962037962,97.48697
7,919286,459183.8161838162,97.550203
6,964943,481989.5104895105,97.576809
4,1354471,676558.9410589411,97.721269
1,1928073,963073.4265734266,97.811464
