crf,filesize,bitrate,vmaf
63,44132,8331.57393787315,78.080163
62,54200,10232.287397641727,82.032311
61,63753,12035.775248373673,84.636021
60,70920,13388.815908500948,86.032755
58,85897,16216.287649358515,88.328439
56,101212,19107.56959575857,89.869933
54,116288,21953.731308062015,91.314879
52,132130,24944.504314583053,92.231496
51,141434,26700.984055314766,92.653649
50,150044,28326.445208334968,92.988603
48,169984,32090.869760161095,93.728842
45,203491,38416.575550433816,94.420626
44,216717,40913.48022056684,94.642078
40,278043,52491.06798713098,95.38473
38,312210,58941.37358704287,95.709457
36,353076,66656.36725479245,95.906357
34,400353,75581.67816435533,96.123455
32,449178,84799.23226379919,96.265098
28,571861,107960.26021222872,96.550943
25,675257,127480.14190533875,96.707619
21,837244,158061.2773053718,96.848935
18,967064,182569.68228621772,96.944303
11,1505458,284211.7882117882,97.044367
10,1594933,301103.5578594633,97.058195
8,1936431,365574.14239304,97.079664
5,2830744,534409.3386928033,97.123945
