crf,filesize,bitrate,vmaf
63,26769,8557.522477522478,84.192803
62,33470,10699.7002997003,87.519149
61,38975,12459.54045954046,89.175894
60,43090,13775.024975024975,90.080904
59,47213,15093.066933066933,90.947018
58,51295,16398.001998001997,91.769413
56,58930,18838.76123876124,92.787498
53,69851,22329.99000999001,93.706392
52,74211,23723.796203796202,93.98579
46,98949,31632.047952047953,95.139458
44,109659,35055.82417582418,95.51885
42,123457,39466.77322677323,95.757039
39,142824,45658.02197802198,96.021413
38,153057,48929.31068931069,96.151878
36,169611,54221.2987012987,96.326283
34,192351,61490.829170829165,96.44178
31,224108,71642.91708291708,96.558712
29,253628,81079.88011988012,96.649821
27,288077,92092.54745254746,96.75011
22,374884,119843.03696303695,96.886216
16,480434,153585.2947052947,96.995185
12,547968,175174.58541458542,97.050919
9,656831,209975.944055944,97.118529
7,783542,250482.95704295707,97.148041
3,1423184,454963.9160839161,97.209781
2,1528136,488515.004995005,97.214716
