crf,filesize,bitrate,vmaf
63,50979,7363.094736588712,86.992738
62,61575,8893.516122431785,89.213955
61,70594,10196.16528050263,90.627834
60,77656,11216.157336639264,91.525708
59,84064,12141.68963566554,92.310803
58,89959,12993.127354573136,92.786133
57,95738,13827.810743473394,93.206422
55,107101,15469.012914796047,93.722054
53,118082,17055.041344197973,94.100571
51,129532,18708.80926302613,94.477109
48,148781,21489.017007089296,94.96707
46,163460,23609.161922414936,95.270175
41,210303,30374.878133914277,95.8
39,234748,33905.56431520287,95.943923
35,291573,42113.019510609876,96.211213
32,356599,51504.97695076008,96.400195
27,481325,69519.63698951651,96.592862
22,654787,94573.42657342658,96.791664
15,887926,128246.59677671726,96.874161
11,1123203,162228.56661410877,96.910177
6,2249298,324874.83600736613,97.055037
5,2796123,403854.89209585596,97.102154
4,2922642,422128.5220803293,97.111231
2,3752133,541935.1251158479,97.137434
