crf,filesize,bitrate,vmaf
63,299741,35932.98701298701,68.615626
62,377943,45307.85214785215,72.492075
61,447462,53641.7982017982,75.227305
60,512455,61433.16683316683,77.57561
59,579327,69449.79020979021,79.681206
58,634409,76053.02697302698,81.139044
57,703088,84286.27372627372,82.861845
55,830944,99613.66633366633,85.316889
54,896799,107508.37162837163,86.397746
53,962853,115426.93306693308,87.360515
52,1037970,124431.96803196805,88.361753
51,1116885,133892.3076923077,89.32713
50,1199923,143846.9130869131,90.161911
49,1289113,154539.02097902098,91.003629
48,1375556,164901.81818181818,91.696038
47,1474225,176730.26973026973,92.481401
46,1571254,188362.1178821179,93.114488
45,1682631,201714.00599400603,93.716985
44,1800874,215888.99100899103,94.205825
43,1920729,230257.22277722278,94.669481
41,2191454,262711.7682317682,95.524355
40,2344914,281108.5714285714,95.955527
39,2495159,299119.96003996005,96.312944
38,2667688,319802.75724275724,96.614263
37,2859200,342761.23876123875,96.904252
36,3029643,363193.96603396605,97.1106
35,3229993,387211.94805194804,97.27441
34,3484705,417746.8531468532,97.4145
32,3959026,474608.51148851146,97.560224
30,4484281,537576.1438561438,97.710956
29,4744821,568809.7102897103,97.76838
26,5558659,666372.7072927073,97.826838
24,6256378,750015.3446553446,97.874798
20,7336801,879536.5834165832,97.910011
17,8348997,1000878.7612387612,97.936082
12,10953774,1313139.7402597403,97.979573
8,14872544,1782922.3576423577,98.042959
7,16575602,1987085.1548451546,98.049457
3,25584150,3067030.969030969,98.080129
