crf,filesize,bitrate,vmaf
63,41325,24770.22977022977,50.330192
61,59867,35884.31568431568,57.078241
60,68752,41209.99000999001,60.16103
59,76936,46115.48451548452,62.966141
58,83833,50249.55044955044,65.117352
56,99869,59861.53846153846,69.474
55,107835,64636.36363636364,71.235948
53,124908,74869.93006993007,74.537479
52,133778,80186.61338661339,76.146465
51,143628,86090.70929070929,77.735202
49,163056,97735.86413586413,80.707765
48,175234,105035.36463536465,82.17117
46,197724,118515.88411588412,84.698173
45,211410,126719.28071928072,85.879473
43,242168,145155.64435564436,88.218928
42,258397,154883.3166833167,89.230223
41,274215,164364.63536463535,90.033223
40,291811,174911.6883116883,90.841177
38,328643,196988.81118881123,92.234402
37,350087,209842.35764235762,92.878582
36,370562,222115.08491508488,93.369707
32,471993,282912.8871128871,94.324702
30,535093,320735.06493506493,94.891084
28,594416,356293.3066933067,95.36202
25,700767,420040.1598401598,95.861988
23,781327,468327.87212787214,96.238292
22,817307,489894.3056943057,96.379674
19,920110,551514.4855144855,96.746158
16,1066325,639155.8441558442,96.983911
13,1292551,774755.8441558442,97.203269
11,1473183,883026.7732267731,97.369046
3,4156561,2491445.154845155,97.644745
1,4682370,2806615.3846153845,97.652268
