crf,filesize,bitrate,vmaf
63,52047,22688.729452365813,56.784964
62,60256,26267.260012714556,61.337223
59,84596,36877.7404413768,70.052313
58,91651,39953.2104259377,72.306419
57,99185,43237.48978294433,74.459629
56,106094,46249.3143220416,76.184756
54,121325,52888.92925256562,79.186204
52,137197,59807.97384433748,82.265587
51,145784,63551.285078557805,83.538026
50,155848,67938.46153846153,84.976954
48,175102,76331.81364090455,87.188691
47,186884,81467.91390427755,88.328115
46,197747,86203.3966033966,89.344346
45,209468,91312.90527654164,90.382037
44,223230,97312.14240305149,91.354672
42,252618,110123.1859050041,92.949493
41,269446,117458.9773862501,93.683077
40,286840,125041.50395059485,94.310045
39,305032,132971.90082644628,94.889329
37,345220,150490.9635818727,95.817878
36,365723,159428.78939242577,96.241491
35,389552,169816.51076196533,96.629195
34,416861,181721.2605576242,96.936061
32,465671,202998.89201707384,97.401649
29,556416,242557.15193897008,97.872324
27,618323,269544.1285986741,98.149426
26,651221,283885.2783580056,98.260777
24,730218,318322.2595586232,98.502239
20,862051,375791.91717373533,98.754437
16,1035588,451441.50395059487,98.899986
12,1318681,574849.5867768595,99.115728
10,1506253,656617.4189446917,99.211491
9,1660164,723711.4885114885,99.279826
8,1857472,809723.5128507857,99.343396
7,2077915,905820.7247298157,99.399049
6,2429671,1059160.9118154573,99.459977
3,3945805,1720085.7324493686,99.571373
1,4309098,1878455.2175097628,99.575445
