crf,filesize,bitrate,vmaf
63,114971,11780.117318578858,85.281142
62,140674,14413.688875227337,87.548319
61,164312,16835.677143369452,88.970647
60,183189,18769.84553907631,89.941692
59,200224,20515.27959220267,90.577311
58,216753,22208.868055021903,91.157206
57,234681,24045.800353492665,91.755552
56,248926,25505.366428443347,92.15433
54,278949,28581.572273879967,92.797707
51,330383,33851.584313122774,93.494782
48,386109,39561.361715207866,94.176602
47,408723,41878.42926304464,94.366781
46,430854,44146.00783831553,94.528641
44,483238,49513.35843643537,94.849268
43,509194,52172.852788237404,95.004914
41,576288,59047.41412433721,95.339619
40,607205,62215.22067675914,95.492016
38,680005,69674.42813596659,95.765197
36,767068,78595.04597966136,96.001701
34,866583,88791.51617613157,96.155243
32,983309,100751.45367453061,96.306398
29,1161934,119053.6642844335,96.500396
27,1318658,135111.8624964779,96.609593
26,1380047,141401.88017111094,96.642799
24,1580636,161954.5582622506,96.743133
21,1801668,184601.85967878276,96.83926
16,2101360,215308.79377033224,96.907358
12,2446978,250721.38118291963,96.970395
8,3329066,341101.5651015651,97.033506
6,4330840,443744.97297574213,97.094974
3,6112064,626252.1068674915,97.162707
1,6487377,664707.2927072927,97.168435
