crf,filesize,bitrate,vmaf
63,11110,13318.681318681318,54.16618
62,13553,16247.352647352647,59.222182
61,16490,19768.23176823177,63.38874
59,20932,25093.30669330669,68.041476
56,27296,32722.477522477522,74.155193
54,31110,37294.705294705294,76.754281
52,34814,41735.06493506493,79.161568
51,37933,45474.12587412587,80.638116
48,45050,54005.994005994005,83.691108
47,48023,57570.02997002997,84.754361
45,53576,64226.973026973035,86.539674
42,63384,75984.81518481519,88.425478
41,67352,80741.65834165835,89.162281
39,75887,90973.42657342658,90.161559
38,80855,96929.07092907093,90.639436
37,85819,102879.92007992008,91.069013
36,90236,108175.02497502498,91.44775
35,96884,116144.65534465534,91.916178
32,115031,137899.3006993007,92.745603
27,153428,183929.67032967033,93.943738
23,189234,226853.94605394607,94.682549
22,197830,237158.84115884115,94.846253
21,204491,245144.0559440559,94.914288
19,228753,274229.3706293706,95.111583
10,416270,499024.975024975,95.405037
