crf,filesize,bitrate,vmaf
63,15232,10434.365634365635,83.888438
62,18824,12894.990723562152,88.688922
61,21933,15024.74668188954,90.813528
56,33863,23197.145711431425,93.689139
55,35291,24175.367489653207,93.914598
53,39289,26914.1144569716,94.386088
50,45022,30841.387184244326,94.912091
43,64166,43955.58726987299,95.489318
39,76962,52721.22163550735,95.758007
37,86812,59468.75981161696,95.895691
31,120175,82323.39089481946,96.274606
24,186883,128020.32253460825,96.418222
7,400773,274541.230198373,96.73455
6,540749,370428.88540031394,96.87305
1,856975,587052.947052947,96.922126
