crf,filesize,bitrate,vmaf
63,16867,8604.331838374392,81.360897
62,20320,10365.8044083576,84.407942
61,23316,11894.148404786702,86.596832
60,25813,13167.938444534188,87.817014
56,34358,17526.983654643227,90.304696
54,37902,19334.87788806938,91.088365
49,48580,24782.026484154147,92.696449
46,54875,27993.283312432253,93.225044
44,60212,30715.837354135227,93.620386
43,63551,32419.15531277233,93.854541
42,66362,33853.12559780645,94.010017
38,80350,40988.79843560695,94.58966
37,84927,43323.655068335924,94.732466
35,94089,47997.449359151484,95.014074
32,110539,56389.05775075987,95.348628
31,118360,60378.7701660042,95.455836
25,163809,83563.58535081938,96.006414
19,224375,114460.00807702936,96.348224
17,243902,124421.28084681278,96.416543
12,350725,178914.70231895763,96.590613
10,413296,210833.93202542138,96.689536
8,541938,276457.84003230813,96.800108
6,775687,395699.78957213,96.957322
5,1006364,513374.6253746254,97.044337
3,1365760,696712.6490530747,97.150682
1,1517874,774310.2854592217,97.159924
