crf,filesize,bitrate,vmaf
63,6166,13439.651257833075,64.706534
61,8511,18550.903641812733,75.339501
59,10466,22812.09699391518,79.728235
51,16878,36787.93933339388,86.311869
50,17878,38967.57787666879,86.984403
49,18865,41118.881118881116,87.464826
48,19809,43176.459903732626,87.859378
46,22224,48440.286985741535,88.849636
41,28273,61624.92053401145,90.741728
36,36334,79194.98683135046,91.940862
31,48245,105156.66152029789,93.038661
25,67820,147823.08600490418,93.818564
20,89746,195613.8407047498,94.552041
18,97452,212410.13531922625,94.753783
17,107555,234431.0235219326,94.881433
12,160246,349278.3580056307,95.272085
11,177935,387833.9841976206,95.360412
8,246276,536792.661883571,95.669373
6,309125,673780.7646898556,95.900325
5,347995,758503.3148669513,95.999955
2,617779,1346534.9196258287,96.264782
1,632054,1377649.259831078,96.274411
