crf,filesize,bitrate,vmaf
63,59168,26766.290313460122,59.346841
62,76586,34645.807023165515,65.38786
61,92519,41853.542683731364,69.718916
60,104806,47411.90884587111,72.985589
59,116902,52883.870846134996,75.439963
58,128819,58274.85721825344,77.391677
56,152457,68968.16391156014,80.945126
55,164290,74321.15054756566,82.229608
54,174502,78940.8327521535,83.332853
53,186193,84229.5817390157,84.515942
52,199006,90025.89862967221,85.525996
50,224151,101400.93868395755,87.15711
49,238760,108009.72612293369,87.908953
46,288859,130673.40206962849,89.909199
45,307479,139096.6769079977,90.568809
44,327088,147967.3534013157,91.062635
42,368024,166485.89146702352,92.05395
41,388864,175913.44504552052,92.513695
40,415174,187815.50524946753,92.96784
39,433765,196225.66113132148,93.266345
38,468954,212144.3839179688,93.781559
36,527879,238800.74642338796,94.441135
35,559358,253041.14753171356,94.731885
32,679297,307298.88978945586,95.407043
31,727373,329047.40542476386,95.624392
30,765331,346218.7623697058,95.782653
27,898234,406341.13056754565,96.146995
26,958203,433469.77550751134,96.263115
19,1311449,593270.427685522,96.637993
15,1571767,711032.5146551561,96.813677
10,2080358,941107.7978625149,97.076602
8,2416364,1093109.4565811548,97.15991
6,2970447,1343764.3111605374,97.276312
3,3905267,1766656.1363165136,97.364151
