crf,filesize,bitrate,vmaf
63,27475,12198.9121989122,64.954616
62,33805,15009.435009435008,69.594123
61,40064,17788.43378843379,72.496138
60,44617,19809.967809967813,74.357641
59,49906,22158.28615828616,76.439832
58,53990,23971.583971583972,77.919834
57,59103,26241.75824175824,79.514744
56,63643,28257.52025752026,80.727116
55,68187,30275.058275058273,81.643893
53,77100,34232.43423243423,83.324246
52,82622,36684.204684204684,84.335637
51,87425,38816.73881673882,84.949808
48,104868,46561.43856143856,86.912737
47,111116,49335.55333555334,87.573902
46,118298,52524.36452436453,88.17873
45,125460,55704.295704295706,88.727004
43,141485,62819.40281940282,89.703317
42,151456,67246.53124653125,90.286403
41,160338,71190.14319014318,90.729179
39,180996,80362.30436230436,91.649778
36,217136,96408.4804084804,92.698197
35,232450,103207.9032079032,93.041544
34,249890,110951.27095127094,93.408988
32,281477,124975.91297591299,94.052087
30,320494,142299.47829947827,94.587911
29,340398,151136.86313686313,94.765982
27,384503,170719.50271950275,95.134818
25,437180,194108.11410811412,95.42852
23,488009,216676.2126762127,95.65188
21,535728,237863.4698634699,95.767754
12,769896,341834.1658341658,96.239416
10,870350,386435.7864357864,96.359334
7,1105848,490997.002997003,96.60672
6,1310349,581795.5377955378,96.678386
4,1693518,751922.7439227438,96.807253
3,1908869,847538.6835386836,96.85222
1,2092864,929232.5452325451,96.876556
