crf,filesize,bitrate,vmaf
63,56069,16003.710575139145,90.573189
62,75073,21428.000570857712,94.167587
61,91784,26197.802197802197,96.402121
60,105991,30252.88996717568,97.689624
59,120729,34459.54045954046,98.811387
58,134655,38434.422720137,99.417783
57,147999,42243.185386042525,99.641794
56,160276,45747.395461681175,99.723032
55,173081,49402.31197374055,99.785515
54,185956,53077.20850577993,99.834957
53,198969,56791.49422006565,99.88025
52,208822,59603.82474668189,99.905626
51,228338,65174.25431711147,99.944888
47,278683,79544.17011559868,99.94966
45,303283,86565.71999429143,99.951586
43,329619,94082.77436848865,99.953616
40,369958,105596.68902526045,99.955484
19,1041957,297404.5954045954,99.96487
13,1616166,461300.41387184244,99.965706
11,1869188,533520.1940916226,99.965865
4,6586497,1879976.3094048807,99.968743
