crf,filesize,bitrate,vmaf
63,72672,8141.988852269225,83.429794
62,87341,9785.466869579019,86.592504
61,101489,11370.573351881761,88.9239
59,123374,13822.513934663468,91.39453
58,132152,14805.97906766131,91.993709
55,160012,17927.343684353033,93.287283
51,193086,21632.871801096102,94.320333
49,210521,23586.245530170763,94.752364
44,277557,31096.79105940788,95.469642
39,367800,41207.39074010102,95.954492
31,579419,64916.65344001792,96.734585
27,734663,82309.80234718553,96.911936
25,815853,91406.12658369668,96.967003
18,1232531,138089.68601491966,97.172055
14,1570248,175926.6527864659,97.299213
12,1799426,201603.18186486408,97.350884
6,3905859,437602.65902321984,97.459806
4,5392479,604159.8401598402,97.527683
3,6287331,704416.8168280318,97.565062
