crf,filesize,bitrate,vmaf
63,12988,25950.04995004995,85.599431
62,15925,31818.18181818182,89.111444
61,18608,37178.82117882118,91.223261
60,20548,41054.945054945056,92.536118
58,24117,48185.81418581418,93.865909
55,28788,57518.481518481516,94.744366
53,31761,63458.54145854146,95.283449
50,35921,71770.22977022977,95.774358
45,45073,90055.94405594406,96.287633
44,46606,93118.88111888112,96.347124
38,60437,120753.24675324676,96.647325
28,100093,199986.01398601398,96.965204
25,117268,234301.6983016983,97.057205
21,141505,282727.2727272727,97.117955
18,164027,327726.27372627374,97.161201
16,194286,388183.8161838162,97.205872
10,279823,559086.9130869131,97.272421
