crf,filesize,bitrate,vmaf
63,84035,10385.696777449355,80.927499
62,103186,12752.525824690772,84.011374
61,119858,14812.980833599393,86.324705
60,135161,16704.244209398847,88.214043
58,161407,19947.9283602995,90.521923
56,187715,23199.274951852272,92.182557
53,226242,27960.740290637197,93.849751
52,238282,29448.73683018013,94.220879
49,279104,34493.83606084637,95.010598
47,304289,37606.393606393605,95.468864
44,359198,44392.47350587557,96.013129
43,374016,46223.79682173496,96.101827
42,398292,49224.01310030177,96.227029
41,423481,52337.064996858804,96.345635
39,472559,58402.50471178307,96.559351
38,506969,62655.15927371597,96.64376
37,534136,66012.66774462651,96.693463
35,608454,75197.46233148295,96.774206
25,1154641,142699.48608092938,96.959138
21,1451014,179327.55903889926,96.973353
