crf,filesize,bitrate,vmaf
63,42232,23012.623739896466,78.554457
62,52571,28646.444464626282,82.203108
61,61825,33689.03823449278,84.113094
60,68632,37398.23812551085,85.460214
59,75474,41126.509853782576,86.669842
57,88152,48034.8742166924,88.358314
55,100336,54674.05321950777,89.548392
53,111677,60853.873399327946,90.652726
52,117722,64147.85214785215,91.218409
50,131126,71451.82090636635,91.908294
47,153732,83770.0481336845,92.794074
45,171950,93697.21187903006,93.493312
43,190066,103568.7948415221,93.998535
42,201954,110046.68059213513,94.258224
41,214010,116616.1111615657,94.501267
40,225563,122911.45218417945,94.664196
38,253366,138061.57478884753,95.039581
34,319519,174108.98192716375,95.661218
32,360356,196361.4567250931,95.88626
30,410947,223928.9801107983,96.144354
29,434654,236847.15284715284,96.241497
27,476675,259744.80065389158,96.390437
22,627771,342078.46698755794,96.628182
19,745474,406215.9658523295,96.759009
17,827662,451000.999000999,96.847362
16,850689,463548.63318499684,96.859923
12,1050857,572622.1051675597,96.941712
9,1257267,685096.9030969031,97.021332
7,1491908,812955.044955045,97.047177
3,2341807,1276073.199527745,97.140777
1,2561547,1395811.642902552,97.159752
