crf,filesize,bitrate,vmaf
63,91758,16793.8321220764,78.969326
62,113421,20758.661186142104,82.668992
61,131442,24056.920179057583,85.272325
60,149771,27411.550281779288,86.921238
59,164690,30142.071668789227,88.038019
58,179023,32765.341528700304,88.99466
57,193466,35408.7439278279,89.897875
56,206872,37862.35138906894,90.487774
55,221518,40542.90747420518,91.023196
53,250045,45764.00698538103,91.97839
52,265131,48525.0932273833,92.401163
49,313266,57334.909365443724,93.537838
48,332550,60864.32651318148,93.871598
46,370489,67808.03928895532,94.429818
43,437047,79989.68969961337,95.1641
41,488444,89396.52713698515,95.627099
40,518774,94947.61726822796,95.790562
38,581308,106392.78278972935,96.083502
36,652019,119334.5280673525,96.364881
35,686996,125736.1264689509,96.462233
30,925839,169449.9088697562,96.871051
28,1040851,190499.75978220254,96.963166
22,1412223,258469.4084541413,97.129155
20,1530035,280031.7240011897,97.167106
17,1731825,316963.95207845594,97.224276
15,1897676,347318.5135475212,97.252849
14,1977403,361910.3949485629,97.265338
10,2509033,459210.95698194933,97.334476
7,3401391,622533.0699834516,97.435592
3,5307891,971466.5792223044,97.48083
