crf,filesize,bitrate,vmaf
63,28330,7991.067755773638,84.184923
62,34315,9679.261914556031,87.551402
61,39312,11088.770053475935,89.260423
59,47022,13263.536463536466,91.343016
58,50580,14267.144620085795,91.983383
56,57503,16219.921255215373,92.936587
54,64310,18139.97766938944,93.596341
52,70454,19873.02109655051,94.082177
51,73847,20830.087559499323,94.322432
49,80836,22801.480872069107,94.711523
45,98385,27751.542575071988,95.296153
44,102165,28817.77046482929,95.352243
38,136099,38389.56337779867,95.850289
36,150536,42461.82053240877,96.026593
32,185389,52292.83657518951,96.285401
26,262887,74152.76488217665,96.542417
25,283665,80013.63342539813,96.585788
21,345032,97323.47652347652,96.682027
16,415840,117296.35070811541,96.787322
7,831885,234650.5259446436,96.861591
6,920376,259611.2593289064,96.872283
3,1467554,413954.2340012928,96.936062
1,1662000,468801.78644884523,96.946382
