crf,filesize,bitrate,vmaf
63,23023,50181.818181818184,48.510065
61,33240,72451.18517845792,55.128139
60,38414,83728.63500136226,58.471751
59,42902,93510.85278358005,61.004239
57,51349,111922.25955862319,65.610286
55,59980,130734.71982562891,69.391986
54,64502,140591.04531831807,71.138528
53,69785,152106.07574243937,73.071749
52,74653,162716.55617110163,74.677525
50,86114,187697.39351557533,77.771899
49,92033,200598.67405321953,79.053749
48,97909,213406.23013350286,80.224878
46,109891,239522.65915902282,82.596838
45,117136,255314.1404050495,83.708903
44,124664,271722.45935882296,84.788812
43,132779,289410.22613749886,85.781232
42,141246,307865.22568340745,86.812015
41,149385,325605.303787122,87.700632
40,158672,345847.60693851596,88.483171
39,168076,366344.9277994733,89.22743
38,180095,392542.0034510944,90.127326
35,214423,467364.6353646354,91.789553
34,229229,499636.36363636365,92.194412
31,274580,598485.1512124239,93.17658
29,306568,668207.4289347017,93.816218
26,360469,785692.1260557624,94.632493
25,382879,834537.825810553,94.871825
24,413329,900907.8194532741,95.176789
23,435666,949594.4055944056,95.353593
20,505197,1101146.8531468532,95.862182
18,558635,1217622.3776223776,96.022065
12,790557,1723128.5078557804,96.496885
11,848534,1849497.4116792297,96.574761
7,1182623,2577690.6729634004,96.857076
6,1369416,2984831.8953773496,97.006636
5,1512930,3297640.541276905,97.061783
4,1760015,3836196.5307419854,97.129398
1,2513614,5478769.957315412,97.253999
