crf,filesize,bitrate,vmaf
63,33726,6468.923076923077,92.236595
62,40069,7685.562437562438,93.646451
61,45192,8668.195804195804,94.557642
59,52837,10134.56943056943,95.525203
58,55885,10719.200799200798,95.850767
56,62568,12001.054945054944,96.229708
55,65878,12635.94005994006,96.371854
48,87555,16793.766233766233,96.592388
42,112502,21578.805194805194,96.808256
40,125148,24004.41158841159,96.895447
37,144228,27664.11188811189,96.972643
35,161497,30976.447552447557,97.022288
30,215498,41334.281718281716,97.077366
23,346890,66536.34365634366,97.150285
6,899103,172455.3206793207,97.232408
2,1461380,280304.65534465533,97.2677
