crf,filesize,bitrate,vmaf
63,23410,9513.198665741038,65.048383
62,29243,11883.574053065578,69.639445
61,34836,14156.419851335106,72.584437
60,39492,16048.493879002352,74.787917
59,43990,17876.36092720839,76.572897
58,48468,19696.100509659835,77.879252
56,57096,23202.289236187542,80.336607
53,71844,29195.482483618078,82.788917
51,79490,32302.612641595693,83.892211
49,92253,37489.15491288373,85.424352
48,98925,40200.477488613076,86.199881
46,114289,46443.99668128482,87.689984
45,122836,49917.269171506465,88.449073
43,141898,57663.55678220085,89.552372
41,160488,65218.03620108705,90.617248
40,173723,70596.38666418327,91.170444
38,198199,80542.77925464365,91.92344
37,212420,86321.8137794409,92.31676
35,245533,99778.05245601856,93.041454
34,268443,109088.064477895,93.401222
33,282068,114624.90052320562,93.597863
32,304654,123803.24759985777,93.884386
31,333711,135611.2362214057,94.188511
26,458316,186247.37973890515,94.823021
23,559668,227434.12519683703,95.248632
20,632756,257135.13605039028,95.467544
19,671048,272695.9819841176,95.552735
15,838330,340674.9183020369,95.877475
13,947220,384924.90560287173,96.027682
12,992396,403283.2252493269,96.073124
10,1136085,461674.59658985084,96.206082
7,1524754,619619.295958279,96.505719
3,2655465,1079110.0424998729,96.716414
1,2811568,1142546.1318342674,96.740779
