crf,filesize,bitrate,vmaf
63,25151,10768.231768231768,57.576752
62,33397,14298.701298701299,62.24845
61,40268,17240.473811902382,65.612072
60,46931,20093.19252176395,68.736875
59,53010,22695.87555301841,70.999635
57,65100,27872.127872127872,74.208923
56,70163,30039.81732553161,75.411984
55,75919,32504.21007563865,76.666257
53,87282,37369.202226345085,78.565799
52,93498,40030.54088768375,79.57383
47,131220,56180.96189524761,83.738859
45,149199,63878.550021407165,85.32701
43,170463,72982.58883973169,86.883893
42,181668,77779.93435136291,87.634483
41,195421,83668.18895390323,88.436321
38,241731,103495.5044955045,90.123947
37,261020,111753.96032538889,90.645652
36,278510,119242.18638504352,91.089577
35,299016,128021.69259312116,91.519542
32,365111,156319.82303410873,92.796237
30,425153,182026.4021692593,93.495361
27,510965,218766.23376623375,94.236933
26,541418,231804.48123305265,94.446424
19,829755,355254.03168260306,95.034261
16,962939,412275.8669901527,95.296447
15,1034986,443122.3062651634,95.400905
12,1235770,529086.6276580562,95.688089
10,1451525,621460.682174968,95.943013
8,1741383,745561.4385614386,96.167745
7,1954429,836775.65291851,96.324026
6,2260299,967731.8395889825,96.43484
3,3302439,1413917.0829170828,96.645387
1,3624762,1551917.5110603683,96.690894
