crf,filesize,bitrate,vmaf
63,34955,20441.022392241903,90.260081
62,42926,25102.312321824516,92.596878
61,49137,28734.38756365586,93.395413
60,55051,32192.782826929168,94.090058
59,60117,35155.2837406496,94.67898
57,68662,40152.23800589654,95.329497
56,73238,42828.19619404985,95.577385
53,84828,49605.80882532102,96.026453
52,89122,52116.858751005086,96.114899
45,117903,68947.44280110132,96.472191
44,124257,72663.14173631246,96.5124
35,189946,111076.82561341098,96.865384
32,209985,122795.25352696086,96.949526
27,266775,156004.970639117,97.044184
25,296746,173531.4441655905,97.076476
16,401167,234594.86854608808,97.135152
5,639607,374030.06749348214,97.155989
2,918937,537376.9644989157,97.169834
