crf,filesize,bitrate,vmaf
63,17049,18580.328762146946,79.822199
62,21935,23905.18572336754,85.047411
61,26209,28563.073290346016,87.753671
59,32975,35936.79048224503,89.941285
58,36281,39539.73299427845,90.861512
56,43171,47048.5877758605,92.334968
54,49358,53791.29960948142,93.158617
52,54675,59585.86867677776,93.689125
50,61802,67353.0106257379,94.226774
45,80598,87837.25365543547,94.925162
40,108085,117793.11597493415,95.813988
37,125201,136446.4626282808,96.151867
36,132283,144164.56271001723,96.278654
33,161483,175987.28544183093,96.575244
31,180774,197010.989010989,96.636992
7,488030,531864.4991372265,97.188481
5,679222,740229.2253201343,97.426853
2,1010545,1101311.4158568704,97.506939
