crf,filesize,bitrate,vmaf
63,123511,11008.56021302118,79.4632
62,154535,13773.735558122175,83.744003
61,179211,15973.112389469266,85.913963
60,204505,18227.571684820756,87.530227
59,225768,20122.7471413345,88.752901
58,247386,22049.563819080548,89.586191
57,265931,23702.483390215733,90.290623
55,304327,27124.726574540695,91.339041
52,369020,32890.826645473484,92.493248
51,389253,34694.19799531323,92.848527
50,410065,36549.17573133187,93.127378
49,431721,38479.379356702775,93.376849
48,457184,40748.90165596485,93.642016
47,487627,43462.29235448566,93.940764
46,514318,45841.2665401513,94.172614
45,544820,48559.91592051071,94.392238
44,579625,51662.09255428586,94.582675
41,689318,61439.05165466504,95.116962
40,738085,65785.66414997642,95.304718
39,774085,68994.35137353354,95.409787
37,896236,79881.69451366477,95.67621
36,948730,84560.49526681498,95.7823
35,1013802,90360.37568379575,95.865461
30,1441307,128463.98211453974,96.230992
27,1691258,150742.1648982987,96.392282
24,2043868,182170.36495103408,96.543602
20,2371780,211397.22730800798,96.619422
16,2889401,257532.8909009206,96.70427
14,3159837,281636.9058450843,96.7313
10,3966609,353544.65608740697,96.792841
7,5199612,463442.46088484005,96.873296
4,7185243,640422.150340366,96.940636
3,8268501,736973.1532408112,96.963506
1,8593408,765932.1793448188,96.968314
