crf,filesize,bitrate,vmaf
63,97232,12808.9932045976,90.831899
62,119230,15706.930432205158,92.595336
61,137071,18057.239463832873,93.842255
59,163232,21503.59530579311,94.947953
58,177243,23349.353942760532,95.275706
56,199105,26229.37502058381,95.775103
50,263175,34669.725878517085,96.302817
48,286562,37750.64495943617,96.428282
45,331639,43688.92645815723,96.661402
41,390049,51383.64931771525,96.847909
36,487538,64226.49877594932,96.951598
32,602085,79316.50766815603,97.003535
30,675808,89028.50995158688,97.031858
22,979427,129026.18260860017,97.113828
13,1180213,155477.00650997355,97.15962
7,1884212,248219.2971863302,97.314323
6,2492993,328417.9117585711,97.389665
4,2896162,381529.94258488767,97.404688
