crf,filesize,bitrate,vmaf
63,28265,8801.069060809321,91.109498
62,33737,10504.923647780792,92.415067
61,38281,11919.820439300958,93.440695
60,41947,13061.328282107503,93.972516
58,49112,15292.344019616748,94.79877
57,51632,16077.013895195712,94.997743
56,54720,17038.5458697147,95.201193
55,58101,18091.31128611648,95.386465
49,75651,23555.976491041427,95.85496
46,85138,26510.00947104843,96.03037
41,110519,34413.06745202849,96.333131
40,117636,36629.13709666957,96.393514
38,131400,40914.92922661753,96.497126
36,143643,44727.11703880534,96.551514
32,192547,59954.69465599336,96.745392
30,223910,69720.4094606692,96.858804
24,331794,103312.99868962207,97.00884
20,391403,121873.86639334692,97.055295
17,415347,129329.47571908611,97.0699
7,739837,230368.1772772682,97.134419
2,1655344,515435.9406826939,97.200972
