crf,filesize,bitrate,vmaf
63,15195,45539.46053946054,70.987223
62,18526,55522.47752247752,75.394816
60,23725,71103.8961038961,79.921557
58,27970,83826.17382617382,83.263353
57,30049,90056.94305694306,84.517792
53,38975,116808.19180819181,88.786735
50,45779,137199.8001998002,91.213706
49,48295,144740.25974025973,91.853173
48,50659,151825.17482517482,92.445146
47,53782,161184.81518481518,93.037685
45,59799,179217.78221778222,94.067423
44,63408,190033.96603396605,94.537508
43,66973,200718.2817182817,94.951687
42,71061,212970.02997002998,95.318047
40,78779,236100.8991008991,95.911172
39,83331,249743.25674325673,96.225613
35,105256,315452.5474525475,97.207362
34,110637,331579.4205794206,97.354843
33,117129,351035.96403596405,97.51748
28,151202,453152.84715284716,98.091807
24,198261,594188.8111888112,98.50166
20,228258,684089.9100899101,98.758734
19,240488,720743.2567432567,98.811076
17,259585,777977.0229770229,98.860417
9,438794,1315066.9330669332,99.302725
8,486776,1458869.1308691308,99.373234
7,515206,1544073.926073926,99.406713
5,607224,1819852.147852148,99.447369
1,1077353,3228830.16983017,99.525903
