crf,filesize,bitrate,vmaf
63,14510,34789.21078921079,52.26087
62,16847,40392.407592407595,57.647661
61,20228,48498.7012987013,63.591142
60,21984,52708.89110889111,66.604104
59,24043,57645.55444555445,69.919925
55,32350,77562.43756243757,79.526288
52,39192,93966.83316683317,85.280972
50,43966,105412.98701298703,89.127675
49,46271,110939.46053946056,90.759627
46,55490,133042.95704295704,94.41265
45,58626,140561.83816183815,95.428852
44,61509,147474.12587412586,96.237689
43,65214,156357.24275724276,96.769388
39,81034,194287.3126873127,97.507749
38,86188,206644.55544455542,97.728379
35,102380,245466.53346653347,98.045982
33,113993,273309.8901098901,98.233812
32,120540,289006.993006993,98.313718
29,143890,344991.008991009,98.464902
20,215540,516779.2207792208,98.910741
18,234024,561096.5034965035,99.021314
13,302444,725140.4595404596,99.141446
10,373662,895892.907092907,99.248809
9,403072,966406.3936063935,99.28969
7,483464,1159154.4455544455,99.384573
4,862366,2067610.7892107894,99.456782
1,1164624,2792305.2947052945,99.482347
