crf,filesize,bitrate,vmaf
63,23397,14024.175824175822,90.457258
62,28054,16815.584415584417,92.84434
60,34771,20841.75824175824,94.260848
59,37496,22475.124875124875,94.673846
56,45381,27201.398601398607,95.696453
52,54223,32501.2987012987,96.126273
51,56635,33947.05294705294,96.185337
46,69325,41553.446553446556,96.465981
42,83080,49798.2017982018,96.662248
35,114374,68555.84415584416,96.872011
34,123931,74284.31568431569,96.931946
32,133086,79771.82817182817,96.961756
22,250954,150421.97802197802,97.077261
6,548971,329053.54645354644,97.181475
1,932663,559038.7612387612,97.202251
