crf,filesize,bitrate,vmaf
63,19652,10025.038790996237,78.407157
62,23910,12197.16453759007,81.946613
61,27853,14208.599910727571,84.138007
58,36320,18527.855123599806,87.051373
56,41801,21323.86762173996,88.344789
52,51468,26255.27663825536,90.087216
49,59738,30474.036601696174,90.958523
48,63057,32167.151996939232,91.240877
45,74019,37759.176993219546,92.085654
44,78600,40096.07413862733,92.434618
42,89067,45435.58569090484,93.080454
41,93981,47942.355516823605,93.313317
36,127830,65209.68393308819,94.2359
32,168299,85854.06083278423,95.050582
31,184673,94206.89948349523,95.185512
27,243751,124344.25149318766,95.614374
25,275028,140299.53025697707,95.794157
22,334460,170617.46763874422,96.09017
21,355099,181146.00293323697,96.183304
20,368472,187967.94694667036,96.221973
17,445567,227296.2781898952,96.405534
13,550367,280757.7103747316,96.59895
7,877371,447571.662380173,96.868343
2,1445217,737245.9030331371,96.947728
