crf,filesize,bitrate,vmaf
63,59898,23935.264735264736,79.667507
62,74035,29584.415584415583,82.913
60,96739,38656.943056943055,85.915121
59,105463,42143.056943056945,86.818368
58,115196,46032.36763236763,87.672951
57,124578,49781.41858141859,88.362764
56,133817,53473.32667332667,89.023986
55,143567,57369.430569430566,89.568785
52,171945,68709.29070929071,90.888505
49,203518,81325.87412587412,91.797828
46,238992,95501.2987012987,92.73705
44,268420,107260.73926073925,93.306922
41,319408,127635.56443556442,94.128856
39,362920,145022.97702297702,94.563166
37,410806,164158.24175824175,94.980687
36,441067,176250.54945054944,95.214192
35,467952,186993.8061938062,95.373885
32,577912,230933.86613386613,95.790426
29,693080,276955.0449550449,96.161435
25,855435,341832.1678321678,96.402854
16,1304118,521126.0739260739,96.697904
12,1533050,612607.3926073926,96.836772
10,1725025,689320.6793206793,96.946513
8,1994541,797019.3806193806,97.048045
7,2139044,854762.837162837,97.08472
6,2442622,976072.7272727273,97.151752
5,2910667,1163103.6963036964,97.188802
4,3199598,1278560.6393606393,97.207466
3,3582786,1431682.7172827173,97.226305
1,3759475,1502287.7122877124,97.229769
