crf,filesize,bitrate,vmaf
63,13668,36411.58841158841,53.827612
62,16727,44560.772560772566,59.063159
61,20253,53954.045954045956,63.754115
59,25023,66661.33866133867,68.796921
57,29842,79499.16749916751,73.023346
56,32135,85607.7256077256,74.964295
55,34383,91596.4035964036,76.330496
54,36381,96919.08091908092,77.451241
52,41413,110324.34232434233,79.930332
50,47195,125727.60572760573,82.289354
45,63215,168404.92840492842,87.138816
43,70392,187524.47552447554,88.434729
41,81223,216378.28837828836,89.927851
40,85531,227854.81185481188,90.486095
38,96779,257819.51381951384,91.551951
37,104762,279086.2470862471,92.154184
36,110857,295323.3433233433,92.541667
35,119133,317370.6293706294,92.938756
34,125970,335584.4155844156,93.256612
32,142145,378674.6586746587,93.771211
31,151442,403441.8914418915,94.054049
30,163809,436387.6123876124,94.393561
28,182731,486795.87079587084,94.87411
23,245398,653740.9257409257,95.65442
21,265047,706085.914085914,95.867608
18,306388,816218.4482184482,96.155195
12,437834,1166390.9423909422,96.487466
11,463870,1235750.9157509159,96.545708
10,517407,1378373.6263736263,96.663301
9,569230,1516430.2364302366,96.752253
7,719161,1915846.8198468199,96.989634
1,1339483,3568386.2803862803,97.281513
