crf,filesize,bitrate,vmaf
63,23236,32770.99371217018,77.397745
62,28638,40389.72791913968,81.750165
61,33828,47709.46700358465,85.120868
60,38257,53955.92642651466,86.999737
59,41891,59081.15413997767,88.446372
58,45551,64243.051066580476,89.441586
55,56281,79376.1532585062,91.903652
54,59211,83508.49150849151,92.532999
52,66381,93620.7322089675,93.507836
50,73675,103907.85684903333,94.20837
48,81547,115010.16630428395,94.781602
46,89892,126779.57336780867,95.258021
45,95176,134231.88576129754,95.541473
41,115721,163207.61591349827,96.065338
38,136803,192940.70635247105,96.498558
36,151784,214069.2248927543,96.803206
35,161622,227944.29100311454,96.92111
32,190712,268971.4990891461,97.104395
31,201943,284811.1888111888,97.159196
29,225283,317728.85937591817,97.226579
26,265737,374783.334312746,97.295659
20,343194,484025.1513192689,97.390567
11,536991,757347.5935828877,97.482434
10,556321,784609.7431979786,97.484891
5,845871,1192977.845683728,97.514056
