crf,filesize,bitrate,vmaf
63,418995,63181.346954931854,72.655875
62,525038,79171.84702090362,76.252804
61,626224,94429.94741107948,79.21284
60,718797,108389.27110625224,81.511453
59,806447,121606.24281378998,83.517546
58,889989,134203.7585056453,85.200356
56,1074349,162003.8829095433,88.163237
55,1165397,175733.2478841913,89.421958
54,1257477,189618.23082577798,90.658843
52,1463939,220751.17335494695,92.901511
51,1570485,236817.52210054095,93.876806
50,1686717,254344.44800482536,94.836902
49,1807945,272624.73375680926,95.6504
48,1934193,291661.9983789795,96.345893
47,2071737,312402.61625167285,96.916469
46,2203435,332261.70056358736,97.392679
45,2367883,357059.24264414835,97.775455
44,2540761,383127.96637324936,97.957382
43,2709453,408565.4722635854,98.04656
40,3319671,500581.8332610785,98.224761
38,3797429,572624.2059826965,98.323713
36,4357931,657143.761898479,98.404743
34,5008941,755311.2547829528,98.468966
32,5717099,862096.2433792623,98.505737
30,6553111,988160.6695191601,98.548727
27,7751873,1168925.112623226,98.606856
26,8171236,1232161.951256291,98.622761
22,10109442,1524429.0803536088,98.646114
14,14986061,2259787.1562399864,98.688011
6,27338576,4122455.054379583,98.754767
1,37550336,5662312.932350668,98.775111
