crf,filesize,bitrate,vmaf
63,26558,15530.615725737678,80.475501
62,31919,18665.62705587096,83.345681
61,36615,21411.75897273458,85.113667
59,44327,25921.590604517438,86.898998
57,51454,30089.325308837502,88.515506
55,58784,34375.77057089253,89.642048
54,62148,36342.97409907166,90.116014
52,67768,39629.443727004706,90.87409
50,75715,44276.698910845254,91.701766
46,92223,53930.26485709413,92.713005
44,101911,59595.623888306814,93.207152
42,114543,66982.57839721254,93.842008
41,120694,70579.56677468873,94.069945
39,135351,79150.702955581,94.50152
36,160145,93649.76486927707,95.014985
35,172265,100737.31146901881,95.220238
33,192911,112810.70149362831,95.512709
31,222633,130191.56453302795,95.785309
29,251817,147257.81535537634,95.998088
28,266383,155775.73645866328,96.073458
27,289078,169047.34290100145,96.171024
25,334931,195861.30942228503,96.344469
24,367354,214821.66613873933,96.458006
23,377343,220663.04427280035,96.482349
21,416100,243327.40430301405,96.574618
19,455549,266396.43283545726,96.634518
18,493002,288298.23834701884,96.687884
17,507150,296571.72096196486,96.700265
13,673135,393636.60729514394,96.827833
10,780658,456514.02256280306,96.890508
6,1067622,624325.1382763578,96.953861
4,1430063,836273.7750054823,97.022418
3,1628106,952085.5729636217,97.045828
2,1948003,1139155.2837406495,97.07343
