crf,filesize,bitrate,vmaf
63,28853,9743.383377186196,92.362218
60,40554,13694.699666530652,95.500953
57,48558,16397.574256729185,96.320461
55,53344,18013.760887000324,96.809773
53,58412,19725.176232218484,97.04552
51,63506,21445.371529878572,97.116088
31,147292,49739.105964458075,97.631079
25,192525,65013.85938005657,97.79219
23,220095,74323.98587328165,97.835634
16,288489,97419.98846224198,97.891702
12,418065,141176.5699089643,97.975108
11,468777,158301.52945645904,97.985263
5,1314709,443964.71134499303,98.091111
2,1909641,644867.5831211043,98.10559
