crf,filesize,bitrate,vmaf
63,26916,2987.6789876789876,87.086047
62,31114,3453.657453657454,89.214899
60,37702,4184.926184926186,91.113551
59,40739,4522.033522033523,91.727022
57,45554,5056.499056499057,92.555443
55,50705,5628.260628260628,93.432149
54,53565,5945.7209457209465,93.703806
51,61046,6776.112776112776,94.321334
50,63960,7099.567099567099,94.448342
48,71022,7883.449883449883,94.74831
44,86934,9649.68364968365,95.318462
42,97971,10874.791874791874,95.523858
41,104075,11552.336552336552,95.636765
37,129634,14389.38838938839,95.982088
36,137900,15306.915306915309,96.042711
32,174362,19354.201354201356,96.299641
31,188878,20965.478965478964,96.393686
27,232094,25762.459762459763,96.647457
22,321659,35704.18470418471,96.815999
18,399603,44355.97735597736,96.893359
14,564251,62631.92363192364,97.002658
12,677764,75231.87923187923,97.059771
8,1173062,130210.0122100122,97.085816
