crf,filesize,bitrate,vmaf
63,30675,13372.082462991555,70.374389
62,39202,17089.238034692582,74.765751
60,52340,22816.456271001724,79.833248
59,58427,25469.948233584597,81.529613
57,70277,30635.691581146126,84.311284
55,81612,35576.93215875034,86.064516
54,86932,37896.06756879484,86.707015
53,92537,40339.442375806015,87.376758
52,98577,42972.445736082096,88.060287
50,111241,48493.034238488784,89.372617
47,130210,56762.14694396513,90.798034
45,145364,63368.19544092272,91.704574
42,171308,74677.90391426755,93.024952
40,192698,84002.3976023976,93.707493
39,204121,88981.99981836346,94.006719
37,230892,100652.22050676595,94.588821
36,241825,105418.21814549089,94.7932
35,259353,113059.15902279539,95.040817
34,275575,120130.77831259648,95.197426
31,328260,143097.62964308416,95.683782
29,368312,160557.40623013352,95.969097
28,393159,171388.90200708382,96.105967
25,461192,201046.3718100082,96.326011
21,559401,243858.39614930525,96.608094
13,774255,337519.2080646626,97.131646
11,841808,366967.4325674326,97.241999
8,1036212,451713.5228407956,97.553125
7,1136111,495262.2650077196,97.628434
6,1403104,611651.911724639,97.710365
5,1783929,777664.0813731723,97.807642
